Kode,Basic_EPS,EBITDA,DIS,EPR,Net_Income,Sub_Sektor
AALI.JK,2.2195185305,0.2266945521,0.0335323349,-0.0650632378,0.2180741229,Food & Beverage
ABBA.JK,-0.2837800281,-0.1157643549,-0.1475635273,-0.0619809717,-0.0348915344,Media & Entertainment
ABMM.JK,-0.2336658882,-0.1098802114,-0.1530980856,-0.0665701584,-0.0247706180,Multi Sector Holdings
ACES.JK,-0.0345280428,0.1538798706,0.3890920438,-0.0656139704,0.1508093282,Retailing
ACST.JK,-0.3280577000,-0.1582914974,-0.1461594284,-0.0632862959,-0.0869854233,Heavy Constructions & Civil
ADCP.JK,-0.2107442319,-0.0865394695,-0.1499884466,-0.0665634481,0.0018869717,Properties & Real Estate
ADES.JK,2.7669068398,-0.0204004062,-0.1462362037,-0.0677486952,0.0662170219,Food & Beverage
ADHI.JK,-0.1202657165,0.0835353319,-0.0884008386,-0.0650184044,0.0243976928,Heavy Constructions & Civil
ADMF.JK,8.4603892950,0.0373730088,0.0141401375,-0.0653072234,0.4223948146,Financing Service
ADMG.JK,-0.2341572809,-0.1099682489,-0.1531041797,-0.0637119305,-0.0248415007,Basic Materials
ADMR.JK,-0.2340870627,-0.1098606262,-0.1531029905,-0.0699573875,-0.0247356452,"Oil, Gas, & Coal"
ADRO.JK,-0.2338979210,-0.1095443009,-0.1530951986,-0.0679463991,-0.0244594873,"Oil, Gas, & Coal"
AGII.JK,0.0074239332,0.0030155419,0.0039641565,-0.0661638496,0.0132164898,Basic Materials
AISA.JK,-0.2251009316,-0.0931569205,-0.1337412602,-0.0651733250,-0.0205174166,Food & Beverage
AKPI.JK,-0.4488149869,-0.1042460424,-0.1494814641,-0.0644895082,-0.0316574760,Basic Materials
AKRA.JK,0.3959045978,0.5525264883,-0.1063791668,-0.0653091156,0.6147878873,"Oil, Gas, & Coal"
ALDO.JK,-0.2295510612,-0.1006385371,-0.1457710329,-0.0647281374,-0.0242116583,Basic Materials
ALMI.JK,-0.2341478886,-0.1099663776,-0.1531041784,-0.0629529331,-0.0248395612,Basic Materials
AMAN.JK,-0.1703998709,-0.0971991725,-0.1507280656,-0.0684718012,-0.0121383417,Properties & Real Estate
AMFG.JK,5.7768940294,0.0537145252,-0.1148913918,-0.0659584526,0.1093515435,Industrial Goods
AMOR.JK,-0.0194557444,-0.0862268184,-0.1494282933,-0.0678385024,-0.0006073354,Investment Service
AMRT.JK,0.1324748126,1.3055867763,3.9277567270,-0.0647404404,0.7581810273, Food & Staples Retailing 
ANDI.JK,-0.2608808685,-0.1191150563,-0.1524744941,-0.0636696119,-0.0377106380,Food & Beverage
ANJT.JK,-0.2341317877,-0.1099614248,-0.1531035351,-0.0651399666,-0.0248364989,Food & Beverage
ANTM.JK,0.3386566988,0.6204350793,-0.0081313539,-0.0651054972,0.6831815418,Basic Materials
APEX.JK,-0.2341376019,-0.1099641940,-0.1531038634,-0.0652261342,-0.0248374129,"Oil, Gas, & Coal"
APIC.JK,-0.1942407360,-0.0450192432,-0.1414888086,-0.0652340706,-0.0007045564,Holding & Investment Companies
APLN.JK,-0.0207974920,0.2245887118,-0.1026550447,-0.0664799442,0.2242328475,Properties & Real Estate
ARCI.JK,-0.2341326822,-0.1099547610,-0.1461594284,-0.0667792555,-0.0248337513,Basic Materials
ARGO.JK,-0.3259556287,-0.1122828130,-0.1461594284,-0.0640416186,-0.0329219222,Apparel & Luxury Goods
ARII.JK,-0.2341366180,-0.1099631830,-0.1531038860,-0.0646788933,-0.0248373226,"Oil, Gas, & Coal"
ARKA.JK,-0.2114151057,-0.1073115391,-0.1529991847,-0.0649429322,-0.0224997754,Industrial Goods
ARKO.JK,-0.1759929682,-0.0913913054,-0.1521067533,-0.0670893244,-0.0158479885,Utilities
ARMY.JK,-0.2211651385,-0.1060644438,-0.1524652459,-0.0675481181,-0.0198635189,Properties & Real Estate
ARNA.JK,0.0399836757,-0.0069382243,-0.1490317245,-0.0668564880,0.0776030608,Industrial Goods
ARTI.JK,-0.2453898553,-0.1087788016,-0.1529513535,-0.0649938234,-0.0293756653,"Oil, Gas, & Coal"
ASRI.JK,-0.0902105696,0.1792366520,-0.1302022748,-0.0688385894,0.1206311877,Properties & Real Estate
AUTO.JK,1.4743566201,0.3266029247,-0.0345243201,-0.0650880318,0.3990187699,Automobiles & Components
AVIA.JK,-0.1155695998,0.2727162382,0.0499507244,-0.0669928097,0.3529464841,Basic Materials
BAJA.JK,-0.2373555600,-0.1068748396,-0.1521997479,-0.0644989185,-0.0251354303,Basic Materials
BALI.JK,-0.0630625425,-0.0383290651,-0.1386733677,-0.0693166497,0.0097855000,Telecommunication
BATA.JK,-0.8887740357,-0.1181920964,-0.0457075061,-0.0625805998,-0.0686130535,Apparel & Luxury Goods
BBLD.JK,0.0512543558,-0.0946338878,-0.1329964018,-0.0655343483,-0.0006786515,Financing Service
BCAP.JK,-0.2282764010,0.0444314818,-0.1032301946,-0.0681183442,-0.0119707544,Holding & Investment Companies
BCIP.JK,-0.1829700559,-0.1064254743,-0.1521072449,-0.0652801617,-0.0210726726,Properties & Real Estate
BEBS.JK,-0.2297970483,-0.0996731698,-0.1498821310,-0.0658715001,-0.0147580126,Basic Materials
BEEF.JK,-0.1986004990,-0.0958987424,-0.1407795157,-0.0647743075,-0.0117082638,Food & Beverage
BEST.JK,-0.2157981480,-0.0692972942,-0.1428954076,-0.0687825485,-0.0157436238,Properties & Real Estate
BFIN.JK,0.2533662743,0.3301071710,0.0044142220,-0.0683885680,0.3533426336,Financing Service
BHAT.JK,-0.2311387959,-0.1058252042,-0.1527742022,-0.0632646374,-0.0240665322,Insurance
BHIT.JK,-0.2177213196,0.4007590681,0.4409563815,-0.0661288990,0.0456950024,Multi Sector Holdings
BIPI.JK,-0.2341343683,-0.1099423283,-0.1531041238,-0.0660385026,-0.0248339362,"Oil, Gas, & Coal"
BIPP.JK,-0.2740747202,-0.0981985665,-0.1441692107,-0.0665940409,-0.0351695950,Properties & Real Estate
BIRD.JK,0.5753857062,0.0098202543,-0.1178359453,-0.0657534932,0.0793695553,Transportation
BISI.JK,0.6538332177,0.0213960870,-0.1363673924,-0.0676609324,0.1121885449,Food & Beverage
BKDP.JK,-0.2547088294,-0.1155117030,-0.1527768293,-0.0543730372,-0.0327948610,Properties & Real Estate
BKSL.JK,-0.2242958830,-0.0008896304,-0.1391272199,-0.0670190083,0.0516093578,Properties & Real Estate
BLTA.JK,-0.2341326687,-0.1099619423,-0.1531037252,-0.0672889025,-0.0248335104,Logistics & Deliveries
BMHS.JK,-0.2301101228,-0.0742865258,-0.0253373560,-0.0650444015,-0.0190863267,Helathcare Equipment & Providers
BMSR.JK,0.4402717195,-0.0684140156,-0.1496006976,-0.0648022340,0.0153755234,Basic Materials
BMTR.JK,0.0878840662,0.5189264542,0.3985894654,-0.0672375151,0.2460192306,Multi Sector Holdings
BNBR.JK,-0.2021570471,-0.0418166085,-0.1469000504,-0.0653078655,0.0297928873,Multi Sector Holdings
BOLA.JK,-0.2369083108,-0.1048001848,-0.1235861100,-0.0622792467,-0.0256913934,Consumer Services
BOLT.JK,-0.0217367154,-0.0781350848,-0.1478884133,-0.0656261564,0.0007691526,Automobiles & Components
BOSS.JK,-0.1094422856,-0.0961647862,-0.1421449339,-0.0660000142,-0.0158582232,"Oil, Gas, & Coal"
BPII.JK,-0.1826815802,-0.0594623044,-0.1444927984,-0.0667588807,0.0013343673,Holding & Investment Companies
BRAM.JK,-0.2339833009,-0.1099602466,-0.1531038129,-0.0653512273,-0.0248335798,Automobiles & Components
BRPT.JK,-0.2341341134,-0.1098716417,-0.1530997454,-0.0657511577,-0.0248310951,Basic Materials
BSBK.JK,-0.2270688281,-0.0921114155,-0.1350048526,-0.0677026508,-0.0157273768,Properties & Real Estate
BSSR.JK,-0.2338580711,-0.1099261716,-0.1461594284,-0.0664626598,-0.0247997728,"Oil, Gas, & Coal"
BTEK.JK,-0.2451376962,-0.1137975806,-0.1531042033,-0.0622702523,-0.0510740253,Food & Beverage
BTEL.JK,-0.2279197868,-0.0928074077,-0.1529838108,-0.0609594113,-0.0130800652,Telecommunication
BUAH.JK,-0.0607368466,-0.0998872526,-0.1454263363,-0.0647156533,-0.0159185331, Food & Staples Retailing 
BUDI.JK,-0.1339068175,-0.0589984986,-0.1049967017,-0.0650713087,-0.0016474005,Food & Beverage
BUKK.JK,0.9376575670,0.0481272095,-0.1428824889,-0.0657524529,0.1340914833,Heavy Constructions & Civil
BULL.JK,-0.2341264207,-0.1099560927,-0.1531038859,-0.0685854914,-0.0248306717,"Oil, Gas, & Coal"
BUMI.JK,-0.2341352315,-0.1099463480,-0.1531030599,-0.0647659296,-0.0248333192,"Oil, Gas, & Coal"
BUVA.JK,-0.2221938117,-0.0922867522,-0.1051639582,-0.0651860956,-0.0166984226,Consumer Services
BWPT.JK,-0.2087316105,-0.0315434253,-0.1450120256,-0.0661793101,0.0158878537,Food & Beverage
BYAN.JK,-0.2339564660,-0.1096775115,-0.1531023563,-0.0691246103,-0.0245521646,"Oil, Gas, & Coal"
CAMP.JK,-0.1373059115,-0.0715918727,-0.0792373895,-0.0658242695,0.0044776110,Food & Beverage
CARE.JK,-0.2490734893,-0.1152870113,-0.1461594284,-0.0628853729,-0.0503544234,Helathcare Equipment & Providers
CARS.JK,-0.1823439070,-0.0255700393,-0.0469109818,-0.0649835477,0.0151398713,Retailing
CASS.JK,0.2131138453,-0.0084913703,-0.1461594284,-0.0669263915,0.0232893170,Transportation Infrastructure
CBUT.JK,-0.0276851299,-0.0586344302,-0.1521354373,-0.0647437378,0.0083460587,Food & Beverage
CEKA.JK,0.9197675986,-0.0746310446,-0.1467219827,-0.0647368032,0.0104930834,Food & Beverage
CFIN.JK,0.6806681704,0.0475942817,-0.1033444606,-0.0701625321,0.1626565248,Financing Service
CITA.JK,0.5753857062,0.0322633701,-0.1311782362,-0.0653221313,0.1404894628,Basic Materials
CITY.JK,-0.2324805436,-0.1096678357,-0.1520642149,-0.0645177809,-0.0243751389,Properties & Real Estate
CLAY.JK,-0.2249220319,-0.1047537702,-0.1530990578,-0.0657817660,-0.0232983198,Consumer Services
CLEO.JK,-0.1223230629,-0.0146522352,-0.0287826392,-0.0666641012,0.0455080294,Food & Beverage
CLPI.JK,0.5351332772,-0.0972323324,-0.1493784321,-0.0651666302,-0.0127159003,Basic Materials
CMNP.JK,0.6066931509,0.1933934517,-0.1377779630,-0.0667896173,0.2104979374,Transportation Infrastructure
CMNT.JK,-0.1937040370,0.0965737614,-0.0791651922,-0.0655135404,0.0107770183,Basic Materials
CMPP.JK,-0.6867515671,-0.2347800394,-0.1461594284,-0.0630314010,-0.2735986432,Transportation
CMRY.JK,0.4657649245,0.1731265132,-0.1001551221,-0.0663313776,0.2608219271,Food & Beverage
CNKO.JK,-0.2546641044,-0.1023702154,-0.1463418690,-0.0646726916,-0.0343039549,"Oil, Gas, & Coal"
CPIN.JK,0.3964860218,0.5859424020,0.2168732684,-0.0650826834,0.5085578038,Food & Beverage
CPRO.JK,-0.2041696685,0.0267112054,-0.0870368378,-0.0653025608,0.0675214168,Food & Beverage
CSAP.JK,-0.0699054554,0.0474848718,0.2313769274,-0.0647902816,0.0171352174,Retailing
CSMI.JK,-0.2514439101,-0.1100409237,-0.1506975448,-0.0578670857,-0.0255642685,Consumer Services
CTBN.JK,-0.2340324983,-0.1099610300,-0.1531037359,-0.0655834373,-0.0248328137,Basic Materials
CTRA.JK,0.2131138453,0.5168279750,0.0151786637,-0.0677690028,0.3998589198,Properties & Real Estate
CTTH.JK,-0.2698258527,-0.1098055968,-0.1517507264,-0.0651026719,-0.0270973174,Industrial Goods
DART.JK,-0.7216370056,-0.1058722410,-0.1349600218,-0.0651166324,-0.1039272566,Properties & Real Estate
DAYA.JK,-0.2640563379,-0.0869919615,-0.0125843841,-0.0645105944,-0.0285614123, Food & Staples Retailing 
DCII.JK,0.7319229300,0.0110055811,-0.1514828423,-0.0699090500,0.0934630015,Software & IT Service
DEAL.JK,-0.2392384791,-0.1097687058,-0.1495729292,-0.0641947859,-0.0278264303,Logistics & Deliveries
DEWA.JK,-0.2341281202,-0.0753128207,-0.1346244114,-0.0647079840,-0.0167175132,"Oil, Gas, & Coal"
DFAM.JK,-0.2725987978,-0.1102078462,-0.1521279104,-0.0643174572,-0.0285830148,Consumer Services
DGIK.JK,-0.2123990540,-0.1033678269,-0.1422574501,-0.0646454750,-0.0190504225,Heavy Constructions & Civil
DILD.JK,-0.1589974982,0.1235606478,-0.1476012098,-0.0670725274,0.0152168855,Properties & Real Estate
DKFT.JK,-0.1832831304,-0.0733297519,-0.0430287720,-0.0655513159,-0.0104205418,Basic Materials
DLTA.JK,0.8795151696,-0.0646723493,-0.1495767294,-0.0680517091,0.0209648918,Food & Beverage
DMAS.JK,-0.1218758137,0.1178812837,-0.1199093860,-0.0711271381,0.2534792619,Properties & Real Estate
DMMX.JK,-0.3966210040,-0.1530137307,-0.1420885426,-0.0645516617,-0.0855178731,Software & IT Service
DNET.JK,-0.0067985917,0.2205809734,0.4061910718,-0.0678574663,0.1410395974,Holding & Investment Companies
DOID.JK,-0.2341139871,-0.1099391883,-0.1531017588,-0.0652654488,-0.0248288189,"Oil, Gas, & Coal"
DPUM.JK,-0.3865578967,-0.1249559286,-0.1513562778,-0.0638703534,-0.0575731606,Food & Beverage
DRMA.JK,0.3472886086,0.0337126482,-0.1426433185,-0.0657517126,0.1158976282,Automobiles & Components
DSNG.JK,0.1202201842,0.1686633430,-0.1256693354,-0.0661515631,0.1683626444,Food & Beverage
DSSA.JK,-0.2338714886,-0.1097364645,-0.1530904024,-0.0670465775,-0.0247390598,"Oil, Gas, & Coal"
DUTI.JK,2.3439879859,0.1540787375,-0.1342822467,-0.0676617873,0.2204951578,Properties & Real Estate
DVLA.JK,0.3517611007,-0.0701302127,-0.1187388769,-0.0654090041,0.0088278716,Phramaceuticals & Helath Care
DWGL.JK,-0.2265768540,-0.0964935369,-0.1512789120,-0.0649846268,-0.0212396713,"Oil, Gas, & Coal"
ECII.JK,-0.1849379524,-0.0970883491,-0.0866590530,-0.0644916364,-0.0218322441,Retailing
EDGE.JK,0.3249261480,-0.0528391484,-0.1514209583,-0.0679666343,0.0333890603,Software & IT Service
ELPI.JK,-0.1400788566,-0.0793100444,-0.1509303869,-0.0662475155,0.0110174227,Logistics & Deliveries
ELSA.JK,0.0741982404,0.0165858592,-0.1496083195,-0.0650058720,0.0909087340,"Oil, Gas, & Coal"
ELTY.JK,-0.3450373865,-0.2837800610,-0.0961484139,-0.0647056873,-0.2731073907,Properties & Real Estate
EMDE.JK,-0.5951243414,-0.1461330995,-0.1508838801,-0.0652521095,-0.0870406559,Properties & Real Estate
EMTK.JK,-0.2444668224,-0.0257296952,0.2074970560,-0.0643910859,-0.0572215592,Software & IT Service
ENAK.JK,-0.1900813184,-0.0636371959,0.0679826625,-0.0649227164,-0.0199251115,Consumer Services
ENRG.JK,-0.2341230216,-0.1099455593,-0.1461594284,-0.0674633175,-0.0248213593,"Oil, Gas, & Coal"
EPMT.JK,0.9018776301,0.0781626494,0.0336458263,-0.0647598952,0.1335533743, Food & Staples Retailing 
ERAA.JK,-0.0000451286,0.3687477733,0.8150294313,-0.0646939621,0.1651973204,Retailing
ESSA.JK,-0.2341262731,-0.1099515671,-0.1531025372,-0.0667651643,-0.0248291400,Basic Materials
ETWA.JK,-0.5043633389,-0.1457941785,-0.1511487463,-0.0543154413,-0.0897263649,Alternative Energy
EXCL.JK,0.2041688611,2.7149403670,12.6149818195,-0.0658457929,0.2675849960,Telecommunication
FAPA.JK,-0.0449042245,-0.0267910708,-0.1507569372,-0.0652118161,0.0104922054,Food & Beverage
FAST.JK,-0.6992745450,-0.0803883490,0.3695638602,-0.0639257794,-0.1204593663,Consumer Services
FASW.JK,-1.3637974226,-0.1759931846,-0.1381867822,-0.0638627294,-0.1688186037,Basic Materials
FILM.JK,-0.1886948458,-0.0848975706,-0.1179067065,-0.0675873767,-0.0026054006,Media & Entertainment
FIRE.JK,-0.2357007379,-0.1081185075,-0.1490946509,-0.0648623130,-0.0249545065,"Oil, Gas, & Coal"
FISH.JK,-0.2339117410,-0.1099570331,-0.1531026909,-0.0647340112,-0.0248315398,Food & Beverage
FMII.JK,-0.2220149120,-0.1066112823,-0.1524065695,-0.0689402477,-0.0208432762,Properties & Real Estate
FPNI.JK,-0.2341358129,-0.1099650173,-0.1531035766,-0.0642820747,-0.0248371949,Basic Materials
FREN.JK,-0.2355665631,0.9362204197,4.8804711355,-0.0649600851,-0.0498957483,Telecommunication
FUJI.JK,-0.2208073392,-0.1093718314,-0.1522634833,-0.0685088135,-0.0239454725,Financing Service
GAMA.JK,-0.2419175019,-0.1108464903,-0.1505814931,-0.0612667152,-0.0288635961,Properties & Real Estate
GDST.JK,-0.1218758137,-0.0553566528,-0.1502880083,-0.0657518533,0.0241612409,Basic Materials
GEMA.JK,-0.1960297329,-0.0924877260,-0.1116051390,-0.0648718004,-0.0216997835,Household Goods
GEMS.JK,-0.2337417863,-0.1098419815,-0.1530927544,-0.0669209180,-0.0247178486,"Oil, Gas, & Coal"
GGRM.JK,12.1412503011,1.3541967504,0.8700983390,-0.0650816450,1.2000780389, Tobaco 
GIAA.JK,-0.2341231557,-0.1098401518,-0.1530815960,-0.0655564938,-0.0247795794,Transportation
GJTL.JK,1.2820394594,0.2841165254,-0.0646325771,-0.0657407758,0.2469003298,Automobiles & Components
GMFI.JK,-0.2341322349,-0.1099573193,-0.1461594284,-0.0651471797,-0.0248324385,Transportation Infrastructure
GMTD.JK,0.3341394818,-0.0815426408,-0.1501063456,-0.0683444214,0.0048428989,Properties & Real Estate
GOLL.JK,-0.6027134404,-0.1763979220,-0.1529131680,-0.0402187332,-0.0943186939,Food & Beverage
GOOD.JK,-0.1635594402,0.0734495987,-0.0600222882,-0.0653149832,0.1086880101,Food & Beverage
GOTO.JK,-0.6142971950,-15.4733530789,2.8523747154,-0.0571509155,-20.8205331487,Software & IT Service
GPRA.JK,-0.1407050055,-0.0855376322,-0.1364675469,-0.0678423036,-0.0042839703,Properties & Real Estate
GTSI.JK,-0.2341342475,-0.1099631926,-0.1531039119,-0.0666139527,-0.0248361852,"Oil, Gas, & Coal"
GWSA.JK,-0.1990263026,-0.0944456566,-0.1503474256,-0.0553164771,-0.0107477394,Properties & Real Estate
GZCO.JK,-0.2325252685,-0.1002495907,-0.1407589066,-0.0644119718,-0.0243445618,Food & Beverage
HATM.JK,-0.1075191140,-0.0734990672,-0.1528537237,-0.0682349610,0.0207526574,Logistics & Deliveries
HDTX.JK,-0.2341532556,-0.1127734380,-0.1521964482,15.0135105640,-0.0282201458,Apparel & Luxury Goods
HEAL.JK,-0.0992450036,0.0830735922,0.1290823663,-0.0658402721,0.0757752227,Helathcare Equipment & Providers
HELI.JK,-0.2306020969,-0.1084244235,-0.1527449680,-0.0642485012,-0.0246865728,Transportation
HERO.JK,-0.3772551132,-0.0599635606,0.2518028520,-0.0644608101,-0.0552419269, Food & Staples Retailing 
HEXA.JK,-0.2338401812,-0.1099500834,-0.1530961217,-0.0657154066,-0.0248242865,Industrial Goods
HITS.JK,-0.2341318771,-0.1099622482,-0.1531028805,-0.0656817060,-0.0248358474,"Oil, Gas, & Coal"
HOKI.JK,-0.2348062395,-0.1069108522,-0.1491461977,-0.0644965718,-0.0251742987,Food & Beverage
HOMI.JK,-0.2219254622,-0.1084743857,-0.1529830399,-0.0659693236,-0.0238469150,Properties & Real Estate
HRME.JK,-0.2519358842,-0.1079363671,-0.1396460271,-0.0654517869,-0.0302987233,Consumer Services
HRTA.JK,0.0628381104,0.0100159554,-0.1302665748,-0.0649739980,0.0455139221,Apparel & Luxury Goods
HRUM.JK,-0.2340846476,-0.1099182677,-0.1531021412,-0.0676693599,-0.0248023551,"Oil, Gas, & Coal"
IATA.JK,-0.2341306695,-0.1099587530,-0.1531038842,-0.0666874471,-0.0248310346,"Oil, Gas, & Coal"
ICBP.JK,2.4448874079,2.3177471523,0.1177407156,-0.0667082742,1.5833580287,Food & Beverage
IDPR.JK,-0.1491580156,-0.0922315080,-0.1320262932,-0.0650319504,-0.0160532047,Heavy Constructions & Civil
IFII.JK,-0.1849379524,-0.0817229913,-0.1508003486,-0.0658434391,-0.0016241685,Basic Materials
IFSH.JK,0.2561839443,-0.0525739692,-0.1237030090,-0.0665277502,0.0237638164,Basic Materials
IGAR.JK,-0.0561749046,-0.0966720748,-0.1498665716,-0.0651935864,-0.0160024058,Basic Materials
IIKP.JK,-0.2805598337,-0.1121011821,-0.1524916428,-0.0469004882,-0.0328281810,Leisure Goods
IKAI.JK,-0.2310940710,-0.1026904606,-0.1316544831,-0.0642891166,-0.0227495760,Consumer Services
IKBI.JK,-0.2341080835,-0.1099630903,-0.1461594284,-0.0648808836,-0.0248353721,Industrial Goods
IMAS.JK,-0.5306168676,0.2336113261,0.1789462485,-0.0652864461,-0.0857498139,Retailing
IMPC.JK,-0.1677188578,0.0045169056,-0.1069960330,-0.0666455204,0.0742050628,Industrial Goods
INAI.JK,-0.6423844454,-0.1043966439,-0.1495656066,-0.0646546689,-0.0381425275,Basic Materials
INCO.JK,-0.2340136691,-0.1099018809,-0.1461594284,-0.0670461643,-0.0247739920,Basic Materials
INDF.JK,3.9163373119,3.3732144846,0.5091953131,-0.0663150938,1.8494009842,Food & Beverage
INDR.JK,-0.2344144492,-0.1099725687,-0.1531029194,-0.0638620733,-0.0248464908,Apparel & Luxury Goods
INDS.JK,-0.1094646481,-0.0608775382,-0.1461594284,-0.0652546537,0.0172461690,Automobiles & Components
INDY.JK,-0.2340324983,-0.1099015480,-0.1530983692,-0.0653738604,-0.0248095696,"Oil, Gas, & Coal"
INKP.JK,-0.2337989895,-0.1098157937,-0.1530898440,-0.0668055455,-0.0247424455,Basic Materials
INPP.JK,-0.1921386647,-0.0427581879,-0.0743703748,-0.0662626283,-0.0006812305,Properties & Real Estate
INPS.JK,-0.2303337474,-0.1043905792,-0.1525188022,-0.0645301051,-0.0247103712,"Oil, Gas, & Coal"
INTA.JK,-0.2878052710,-0.0824805613,-0.1463385936,-0.0649227835,-0.0340168684,Industrial Goods
INTP.JK,2.3080738743,0.3628191398,0.1158886960,-0.0657582358,0.4238255080,Basic Materials
IPCC.JK,0.2352974062,-0.0597070158,-0.1513340349,-0.0679260654,0.0190694371,Transportation Infrastructure
IPCM.JK,-0.1004973014,-0.0751257160,-0.1461594284,-0.0661169042,0.0114333539,Transportation Infrastructure
IPOL.JK,-0.2341351868,-0.1099638001,-0.1531037200,-0.0646495373,-0.0248370374,Basic Materials
IPTV.JK,-0.2421411265,-0.1328086367,-0.1281908274,-0.0639523326,-0.0422329459,Media & Entertainment
IRRA.JK,-0.2190630672,-0.1044798466,-0.1432640580,-0.0648303011,-0.0236411959,Helathcare Equipment & Providers
ISAT.JK,0.3908059568,4.3186812431,16.2980984869,-0.0663310924,1.0118674293,Telecommunication
ISSP.JK,0.0811753281,0.0267764431,-0.1503149224,-0.0658580898,0.0897488118,Basic Materials
ITMA.JK,-0.2341255262,-0.1099644759,-0.1461594284,-0.0659547086,-0.0248366003,"Oil, Gas, & Coal"
ITMG.JK,-0.2321674691,-0.1098482938,-0.1530829051,-0.0670771832,-0.0247220010,"Oil, Gas, & Coal"
JARR.JK,-0.1967006067,-0.0626725857,-0.1481972442,-0.0650534390,-0.0070618337,Food & Beverage
JAWA.JK,-0.4990857982,-0.1194080551,-0.1521001655,-0.0635718699,-0.0944228785,Food & Beverage
JAYA.JK,-0.1766638420,-0.1063328519,-0.1463976279,-0.0655332717,-0.0224831745,Logistics & Deliveries
JECC.JK,0.1469209621,-0.0846748201,-0.1450004161,-0.0649673011,-0.0100240232,Industrial Goods
JIHD.JK,-0.1331464938,-0.0636863329,-0.1461594284,-0.0647821111,-0.0127388005,Consumer Services
JKON.JK,-0.1690158805,-0.0487326314,-0.1188268546,-0.0650822510,0.0297944533,Heavy Constructions & Civil
JPFA.JK,0.1236640031,0.3075959575,0.0778019029,-0.0648449982,0.1890459304,Food & Beverage
JRPT.JK,0.1120355236,0.0746594360,-0.1416383323,-0.0690311616,0.2062778401,Properties & Real Estate
JSMR.JK,3.9521172488,1.8479699877,-0.0763410312,-0.0678336228,1.5380329519,Transportation Infrastructure
JSPT.JK,0.1326089873,0.0172041224,0.1183339604,-0.0669320875,0.0191574217,Consumer Services
KAEF.JK,-1.4356256459,-0.3245557914,0.2082447408,-0.0627869921,-0.3665940410,Phramaceuticals & Helath Care
